被害人,BN
死亡,EN
当庭,BP
自愿认罪,EP
赔偿,BP
经济损失,EP
取得,BP
谅解,EP
具有,BP
悔罪表现,EP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
2,O
一,BP
死亡,EP
二,BP
受伤,EP
如实,BP
积极,SP
民事赔偿,SP
有期徒刑,BR
二年,ER
缓刑,BR
三年,ER
3,O
一,BN
死亡,EN
在,BP
等候,EP
无,BP
行为,EP
如实,BP
犯罪事实,EP
系自首,SP
主动,BP
赔偿,EP
全部,BP
经济损失,EP
取得,SP
谅解,SP
初犯,SP
有期徒刑,BR
十个月,ER
缓刑,BR
一年,ER
4,O
人,BN
死亡,EN
自愿认罪,SP
系,BP
初犯,EP
庭审,BP
认罪,EP
有期徒刑,BR
一,IR
年,IR
零,IR
二,IR
个,IR
月,ER
经济损失,BR
共计,IR
人民币,IR
182649.62,IR
元,ER
5,O
一,BN
死亡,EN
系自首,SP
有,BP
认罪,EP
悔罪表现,SP
对,BP
赔偿,EP
得到,BP
谅解,EP
适用,BP
缓刑,EP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
完成,BR
公益劳动,ER
6,O
驾车,BN
超速,EN
一,BN
死亡,EN
及时,BP
报警,EP
留,BP
处理,EP
如实,BP
犯罪事实,EP
属,BP
自首,EP
积极,BP
损失,EP
悔罪表现,SP
取得,BP
谅解,EP
适用,BP
缓刑,EP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
实行,BR
社区,IR
矫正,ER
7,O
1,BN
重伤,EN
肇事,BN
逃逸,EN
翻供,BN
矛盾,EN
有期徒刑,BR
一年,ER
8,O
致,BN
死亡,EN
主动,BP
报案,EP
积极,BP
被害人,EP
如实,BP
供述,EP
系自首,SP
赔偿,BP
被害人,EP
经济损失,SP
表示,BP
谅解,EP
悔罪表现,SP
适用,BP
缓刑,EP
判处拘役,BR
四个月,ER
缓刑,BR
六个月,ER
9,O
致,BN
死亡,EN
投案,BP
自首,EP
认罪,BP
好,EP
犯罪情节,BP
较轻,EP
达成,BP
协议,EP
取得,BP
谅解,EP
有,BP
悔罪表现,EP
没有,BP
危险,EP
宣告,BP
缓刑,EP
宣告,BP
缓刑,EP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
10,O
致,BN
死亡,EN
多,BN
受伤,EN
一,BN
重伤,EN
叁级,BN
伤残,EN
弃,BN
逃逸,EN
主动,BP
投案,EP
如实,BP
罪行,EP
系自首,SP
认罪,BP
好,EP
积极,BP
经济损失,EP
取得,BP
谅解,EP
有,BP
悔罪表现,EP
适用,BP
缓刑,EP
有期徒刑,BR
三年,ER
缓刑,BR
三年,ER
中国,BR
太平洋,IR
财产,IR
保险,IR
股份,IR
有限公司,IR
秦皇岛,IR
中心,IR
支,IR
公司,ER
赔偿,BR
附带,IR
民事诉讼,ER
人民币,BR
3164.22,IR
元,ER
赔偿,BR
附带,IR
民事诉讼,ER
人民币,BR
7769.56,IR
元,ER
赔偿,BR
附带,IR
民事诉讼,ER
人民币,BR
66.22,IR
元,ER
中国,BR
人寿,IR
财产,IR
保险,IR
股份,IR
有限公司,IR
秦皇岛,IR
市中心,IR
支,IR
公司,ER
赔偿,BR
附带,IR
民事诉讼,ER
66,O
148,O
不,BR
承担,IR
本案,IR
赔偿,IR
责任,ER
11,O
未,BN
驾驶证,EN
驾驶,BN
车辆,EN
致,BN
死亡,EN
自愿认罪,SP
如实,BP
罪行,EP
有期徒刑,BR
五年,ER
12,O
致,BN
死亡,EN
在,BP
等待,EP
当庭,BP
自愿认罪,EP
积极,BP
经济损失,EP
取得,BP
谅解,EP
适用,BP
禁刑,EP
判处拘役,BR
五个月,ER
缓刑,BR
六个月,ER
13,O
未能,BN
车速,EN
造成,BP
死亡,EP
属,BP
自首,EP
积极,SP
经济,BP
补偿,EP
取得,BP
谅解,EP
悔罪表现,SP
宣告,BP
缓刑,EP
有期徒刑,BR
一年,IR
又,IR
六个月,ER
宣告,BR
缓刑,IR
二年,ER
14,O
致,BN
死亡,EN
如实,BP
罪行,EP
取得,BP
谅解,EP
宣告,BP
缓刑,EP
有期徒刑,BR
八个月,ER
缓刑,BR
一年,ER
15,O
酒后,BN
驾驶,EN
致,BN
重伤,EN
自动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
民事,BP
协议,EP
取得,BP
谅解,EP
有,BP
悔罪表现,EP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
16,O
致,BN
死亡,EN
情节,BN
恶劣,EN
以,BN
不足,EN
1,O
如实,BP
罪行,EP
有,BP
悔罪表现,EP
积极,BP
经济损失,EP
取得,BP
谅解,EP
有,BP
悔罪表现,EP
宣告,BP
缓刑,EP
有期徒刑,BR
三年,ER
缓刑,BR
五年,ER
17,O
违章,BN
驾驶,EN
致,BN
死亡,EN
积极,BP
被害人,EP
委托,BP
报案,EP
认定,BP
自首,EP
达成,BP
协议,EP
有期徒刑,BR
一年,IR
三个月,ER
缓刑,BR
二年,ER
18,O
超载,BN
驾驶,EN
致,BN
死亡,EN
积极,BP
现场,EP
报警,BP
等待,EP
如实,BP
供述,EP
系自首,SP
认罪,BP
好,EP
积极,BP
经济损失,EP
得到,BP
谅解,EP
适用,BP
缓刑,EP
有期徒刑,BR
一年,IR
三个月,ER
缓刑,BR
一年,IR
六个月,ER
19,O
致,BN
死亡,EN
主动,BP
投案,EP
如实,BP
供述,EP
是,BP
自首,EP
是,BP
自首,EP
适用,BP
缓刑,EP
20,O
致,BN
死亡,EN
逃逸,BN
行为,EN
如实,BP
供述,EP
系自首,SP
赔偿,BP
经济损失,EP
取得,BP
谅解,EP
系自首,SP
取得,BP
谅解,EP
悔罪表现,SP
适用,BP
缓刑,EP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
21,O
致,BN
死亡,EN
逃逸,BN
行为,EN
如实,BP
犯罪事实,EP
系自首,SP
赔偿,BP
经济损失,EP
取得,BP
谅解,EP
适用,BP
缓刑,EP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
22,O
致,BN
死亡,EN
主动,BP
投案,EP
如实,BP
供述,EP
是,BP
自首,EP
达成,BP
协议,EP
赔偿,BP
经济损失,EP
得到,BP
谅解,EP
自愿认罪,SP
适用,BP
缓刑,EP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
23,O
造成,BN
死亡,EN
如实,BP
系,BP
坦白,EP
赔偿,BP
被害人,EP
取得,BP
谅解,EP
悔罪表现,SP
宣告,BP
缓刑,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
24,O
致,BN
死亡,EN
系自首,SP
达成,BP
协议,EP
适用,BP
缓刑,EP
有期徒刑,BR
一年,IR
六个月,ER
缓刑,BR
二年,ER
25,O
致,BN
死亡,EN
自愿认罪,SP
达成,BP
协议,EP
赔偿,BP
被害人,EP
悔罪表现,SP
适用,BP
缓刑,EP
有期徒刑,BR
三年,ER
缓刑,BR
三年,ER
26,O
酒后,BN
驾车,EN
致,BN
重伤,EN
主动,BP
投案,EP
系自首,SP
自愿认罪,SP
有期徒刑,BR
三年,ER
27,O
驾驶,BN
超载,EN
致,BN
死亡,EN
系自首,SP
达成,BP
协议,EP
征得,BP
谅解,EP
有期徒刑,BR
六个月,ER
缓刑,BR
一年,ER
28,O
致,BN
死亡,EN
主动,BP
投案,EP
属,BP
自首,EP
达成,BP
协议,EP
获得,BP
谅解,EP
有期徒刑,BR
十个月,ER
缓刑,BR
一年,ER
29,O
超速,BN
行驶,EN
致,BN
死亡,EN
自动,BP
投案,EP
系自首,SP
认罪,BP
好,EP
有期徒刑,BR
九个月,ER
缓刑,BR
一年,ER
30,O
致,BN
死亡,EN
具有,BP
情节,EP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
31,O
驾驶,BN
机动车,EN
致,BN
死亡,EN
有,BP
情节,EP
赔偿,BP
被害人,EP
获得,BP
谅解,EP
适用,BP
缓刑,EP
适用,BP
缓刑,EP
有期徒刑,BR
九个月,ER
缓刑,BR
一年,ER
32,O
醉酒,BN
驾驶,EN
致,BN
重伤,EN
有期徒刑,IR
十个月,ER
缓刑,BR
一年,ER
33,O
致,BN
死亡,EN
逃逸,BN
行为,EN
属,BP
自首,EP
积极,BP
赔偿,EP
取得,BP
谅解,EP
有期徒刑,BR
三年,ER
缓刑,BR
三年,ER
34,O
违章,BN
驾车,EN
致,BN
死亡,EN
一人,BN
轻伤,EN
自首,SP
赔偿,BP
被害人,EP
取得,BP
谅解,EP
宣告,BP
缓刑,EP
自首,SP
认罪,BP
好,EP
赔偿,BP
被害人,EP
取得,BP
谅解,EP
有期徒刑,BR
一年,IR
四个月,ER
缓刑,BR
一年,IR
六个月,ER
35,O
操作,BN
不当,EN
致,BN
死亡,EN
一人,BN
受伤,EN
现场,BP
等待,EP
如实,BP
供述,EP
为,BP
自首,EP
21,O
达成,BP
协议,EP
取得,BP
谅解,EP
宣告,BP
缓刑,EP
有期徒刑,BR
十个月,ER
缓刑,BR
一年,ER
36,O
225,O
110,O
225,O
93,O
225,O
110,O
120,O
247,O
225,O
120,O
1,O
20,O
29,O
5,O
致,BN
死亡,EN
具有,BP
情节,EP
认罪,BP
好,EP
无,BP
能力,EP
有期徒刑,BR
八个月,ER
37,O
无,BN
证,EN
致,BN
重伤,EN
曾,BN
犯罪,EP
未,BN
完毕,EN
38,O
致,BN
死亡,EN
现场,BP
等候,EP
如实,BP
供述,EP
系自首,SP
积极,BP
赔偿,EP
取得,BP
谅解,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
有期徒刑,BR
十个月,ER
缓刑,BR
一年,ER
39,O
致,BN
死亡,EN
自愿认罪,SP
积极,BP
补偿,EP
得到,BP
谅解,EP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
40,O
致,BN
死亡,EN
现场,BP
等候,EP
如实,BP
供述,EP
系自首,SP
积极,BP
赔偿,EP
取得,BP
谅解,EP
具有,BP
悔罪表现,EP
适用,BP
缓刑,EP
有期徒刑,BR
七个月,ER
缓刑,BR
一年,ER
41,O
造成,BN
死亡,EN
一人,BN
受伤,EN
110,O
现场,BP
如实,BP
供述,EP
系自首,SP
自愿认罪,SP
有,BP
悔罪表现,EP
积极,BP
被害人,EP
取得,SP
书面,BP
谅解,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
42,O
致,BN
死亡,EN
现场,BP
等待,EP
系自首,SP
赔偿,BP
被害人,EP
取得,SP
谅解,SP
判处拘役,BR
六个月,ER
缓刑,BR
十个月,ER
43,O
违章,BN
驾驶,EN
致,BN
死亡,EN
现场,BP
等候,EP
如实,BP
供述,EP
系自首,SP
积极,BP
赔偿,EP
取得,BP
谅解故,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
44,O
致,BN
死亡,EN
主动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
达成,BP
协议,EP
谅解,SP
有,BP
悔罪表现,EP
宣告,BP
缓刑,EP
有期徒刑,BR
九个月,ER
缓刑,BR
一年,ER
45,O
致,BN
重伤,EN
主动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
达成,BP
协议,EP
取得,BP
谅解,EP
判处拘役,BR
三个月,IR
十八日,ER
46,O
造成,BN
死亡,EN
具有,BP
情节,EP
积极,BP
赔偿,EP
取得,SP
谅解,SP
自愿认罪,SP
具有,BP
悔罪表现,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
47,O
致,BN
死亡,EN
自动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
达成,BP
和解,EP
积极,BP
赔偿,EP
取得,SP
谅解,SP
宣告,BP
缓刑,EP
有期徒刑,BR
一年,IR
三个月,ER
缓刑,BR
一年,IR
六个月,ER
48,O
违章,BN
驾驶,EN
致,BN
死亡,EN
现场,BP
等候,EP
如实,BP
供述,EP
系自首,SP
积极,BP
赔偿,EP
取得,BP
谅解故,EP
有期徒刑,BR
九个月,ER
缓刑,BR
一年,ER
49,O
致,BN
死亡,EN
无,BN
驾驶,EN
有,BP
情节,EP
赔偿,BP
被害人,EP
有期徒刑,BR
七个月,ER
50,O
造成,BN
死亡,EN
主动,BP
投案,EP
如实,BP
供述,EP
是,BP
自首,EP
达成,BP
和解,EP
赔付,BP
经济损失,EP
取得,SP
谅解,EP
犯罪情节,BP
较轻,EP
可以,BP
刑事,EP
免予,BR
刑事,IR
处罚,ER
51,O
致,BN
死亡,EN
能,BP
自首,EP
积极,BP
被害人,EP
取得,BP
谅解,EP
有,BP
悔罪表现,EP
适用,BP
缓刑,EP
有期徒刑,BR
一年,IR
二,IR
个,IR
月,ER
缓刑,BR
一年,IR
六个月,ER
52,O
致,BN
死亡,EN
主动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
认罪,BP
较好,EP
有,BP
悔罪表现,EP
积极,BP
被害人,EP
取得,BP
谅解,EP
有期徒刑,BR
一年,IR
八个月,ER
缓刑,BR
二年,ER
54,O
致,BN
死亡,EN
现场,BP
等待,EP
如实,BP
供述,EP
自愿认罪,SP
是,BP
自首,EP
赔偿,BP
被害人,EP
取得,BP
谅解,EP
有,BP
悔罪表现,EP
宣告,BP
缓刑,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
55,O
致,BN
死亡,EN
现场,BP
等待,EP
如实,BP
供述,EP
是,BP
自首,EP
部分,BP
赔偿,EP
取得,SP
谅解,EP
犯罪情节,BP
较轻,EP
认罪,BP
较好,EP
有期徒刑,BR
一年,IR
又,IR
二,IR
个,IR
月,ER
缓刑,BR
二年,ER
56,O
致,BN
死亡,EN
有,BP
情节,EP
得到,BP
赔偿,EP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
完成,BR
公益劳动,ER
57,O
致,BN
死亡,EN
具有,BP
情节,EP
有期徒刑,BR
一年,IR
六个月,ER
缓刑,BR
一年,IR
六个月,ER
完成,BR
公益劳动,ER
58,O
致,BN
死亡,EN
肇事,BN
逃逸,EN
有期徒刑,BR
三年,ER
缓刑,BR
三年,ER
接受,BR
社区,IR
矫正,ER
59,O
无,BN
资格,EN
造成,BN
重伤,EN
曾,BN
罪,EN
刑罚,BN
罚,EN
如实,BP
供述,EP
系,BP
坦白,EP
取得,BP
谅解,EP
有期徒刑,BR
一,IR
年,ER
寻衅滋事,BR
罪,ER
有期徒刑,BR
十,IR
一个,IR
月,ER
决定,BR
执行,IR
有期徒刑,IR
一年,IR
六个月,ER
60,O
造成,BN
死亡,EN
如实,BP
供述,EP
赔偿,BP
被害人,EP
取得,BP
谅解,EP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
61,O
无,BN
资格,EN
致,BN
死亡,EN
有,BP
情节,EP
有期徒刑,BR
一年,IR
二,IR
个,IR
月,ER
62,O
致,BN
死亡,EN
如实,BP
供述,EP
是,BP
自首,EP
积极,BP
被害人,EP
取得,SP
谅解,SP
积极,BP
赔偿,EP
取得,SP
谅解,SP
犯罪情节,BP
较轻,EP
有,BP
悔罪表现,EP
适用,BP
缓刑,EP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
63,O
致,BN
死亡,EN
肇事,BN
逃逸,EN
全部,BN
责任,EN
自动,BP
报案,EP
如实,BP
供述,EP
系自首,SP
取得,SP
谅解,SP
悔罪表现,SP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
接受,BR
社区,IR
矫正,ER
64,O
致,BN
死亡,EN
投案,BP
自首,EP
赔偿,BP
被害人,EP
有,BP
情节,EP
积极,BP
赔偿,EP
取得,BP
谅解,EP
有期徒刑,BR
二年,ER
缓刑,BR
三年,ER
65,O
致,BN
死亡,EN
属,BP
坦白,EP
积极,BP
赔偿,EP
获得,BP
谅解,EP
适用,BP
缓刑,EP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
66,O
致,BN
死亡,EN
如实,BP
供述,EP
取得,SP
谅解,SP
有期徒刑,BR
一年,IR
二,IR
个,IR
月,ER
缓刑,BR
一年,IR
六个月,ER
67,O
未,BN
资格,EN
造成,BN
死亡,EN
有,BP
情节,EP
得到,SP
谅解,SP
双方,BP
解故,EP
适用,BP
缓刑,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
完成,BR
公益劳动,ER
68,O
致,BN
死亡,EN
情节,BN
恶劣,EN
主动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
一定,BP
赔偿,EP
有,BP
情节,EP
有期徒刑,BR
四年,ER
292,O
489,O
27,O
500,O
83,O
7,O
69,O
酒后,BN
无,BN
机动车,EN
造成,BN
重伤,EN
有,BP
情节,EP
有期徒刑,BR
三年,IR
七个月,ER
70,O
致,BN
死亡,EN
如实,BP
供述,EP
系自首,SP
达成,BP
协议,EP
取得,SP
谅解,SP
有期徒刑,BR
一年,IR
六个月,ER
缓刑,BR
二年,IR
六个月,ER
71,O
造成,BN
死亡,EN
弃,BN
现场,EN
肇事,BN
逃逸,EN
有期徒刑,BR
三年,ER
缓刑,BR
五年,ER
72,O
致,BN
死亡,EN
当庭,BP
认罪,EP
赔偿,BP
被害人,EP
取得,SP
谅解,SP
有,BP
适用,BP
缓刑,EP
有期徒刑,BR
十个月,ER
缓刑,BR
一年,ER
73,O
致,BN
死亡,EN
主动,BP
报警,EP
现场,BP
等候,EP
视为,BP
自首,EP
赔偿,BP
被害方,EP
有期徒刑,BR
十个月,ER
缓刑,BR
一年,ER
74,O
超速,BN
行驶,EN
造成,BN
死亡,EN
有,BP
赔偿,BP
经济损失,EP
有期徒刑,BR
六个月,ER
75,O
致,BN
死亡,EN
主动,BP
投案,EP
如实,BP
交代,EP
系自首,SP
赔偿,SP
取得,SP
谅解,SP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
76,O
造成,BN
死亡,EN
驾驶,BN
机动车,EN
主动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
积极,BP
赔偿,EP
取得,SP
谅解,SP
适用,BP
缓刑,EP
悔罪表现,SP
有期徒刑,BR
三年,ER
缓刑,BR
四年,ER
77,O
致,BN
重伤,EN
主动,BP
投案,EP
如实,BP
供述,EP
属,BP
自首,EP
赔偿,BP
被害人,EP
有期徒刑,BR
十,IR
一个,IR
月,ER
78,O
无,BN
一,BN
死亡,EN
达成,BP
和解,EP
赔偿,BP
经济损失,EP
取得,BP
谅解,EP
自愿认罪,SP
有期徒刑,BR
一年,IR
三个月,ER
缓刑,BR
一年,IR
六个月,ER
79,O
一,BN
重伤,EN
如实,BP
供述,EP
具有,BP
情节,EP
赔偿,BP
经济损失,EP
取得,BP
谅解,EP
有期徒刑,BR
二年,ER
缓刑,BR
三年,ER
80,O
判处拘役,BR
五个月,ER
缓刑,BR
六个月,ER
81,O
一人,BN
死亡,EN
二,BN
受伤,EN
赔偿,BP
被害人,EP
得到,SP
谅解,EP
认罪,BP
好,EP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
82,O
一人,BN
死亡,EN
主动,BP
报警,EP
现场,BP
等候,EP
如实,BP
供述,EP
系自首,SP
取得,SP
谅解,SP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
83,O
一,BN
死亡,EN
自愿认罪,SP
谅解,SP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
84,O
无,BN
资格证,EN
驾驶,BN
机动车,EN
一,BN
重伤,EN
如实,BP
供述,EP
积极,BP
取得,SP
谅解,SP
有,BP
悔罪表现,EP
有期徒刑,BR
一年,ER
缓刑,BR
一年,ER
85,O
一,BN
死亡,EN
自动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
积极,BP
赔偿,EP
取得,SP
谅解,SP
有期徒刑,BR
一年,IR
二,IR
个,IR
月,ER
缓刑,BR
一年,IR
六个月,ER
86,O
一,BN
死亡,EN
犯罪情节,BP
较轻,EP
积极,BP
被害人,EP
如实,BP
供述,EP
构成,BP
自首,EP
有,BP
情节,EP
赔偿,BP
被害人,EP
取得,BP
谅解,EP
有,BP
立功,EP
12,O
26,O
409,O
刑事,BR
判决,ER
免予,BR
刑事,IR
处罚,ER
87,O
一,BN
死亡,EN
有期徒刑,BR
二年,ER
88,O
酒后,BN
驾驶,EN
一,BN
死亡,EN
一人,BN
重伤,EN
自愿认罪,SP
如实,BP
供述,EP
有期徒刑,BR
二年,IR
六个月,ER
225,O
89,O
一,BN
死亡,EN
及时,BP
报警,EP
如实,BP
供述,EP
是,BP
自首,EP
积极,BP
赔偿,EP
达成,BP
和解,EP
取得,BP
谅解,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
90,O
超速,BN
行驶,EN
一人,BN
死亡,EN
主动,BP
投案,EP
如实,BP
供述,EP
是,BP
自首,EP
积极,BP
赔偿,EP
取得,SP
谅解,SP
有期徒刑,BR
六个月,ER
缓刑,BR
一年,ER
91,O
一,BN
死亡,EN
自动,BP
投案,EP
如实,BP
供述,EP
是,BP
自首,EP
赔偿,BP
被害人,EP
有期徒刑,BR
十个月,ER
一人,BN
死亡,EN
当庭,BP
认罪,EP
有期徒刑,BR
十,IR
一个,IR
月,ER
93,O
一,BN
死亡,EN
从重,BN
处罚,EN
如实,BP
供述,EP
当庭,BP
认罪,EP
赔偿,BP
被害人,EP
有期徒刑,BR
一年,IR
八个月,ER
94,O
无,BN
证,EN
一,BN
死亡,EN
主动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
达成,BP
协议,EP
征得,BP
谅解,EP
系,BP
初犯,EP
系,BP
犯罪,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
95,O
二,BN
死亡,EN
情节,BN
恶劣,EN
投案,BP
如实,EP
是,BP
自首,EP
积极,BP
赔偿,EP
得到,BP
谅解,EP
有期徒刑,BR
二年,ER
缓刑,BR
二年,ER
96,O
一人,BN
死亡,EN
认罪,BP
较好,EP
有,BP
悔罪表现,EP
取得,SP
谅解,EP
有期徒刑,BR
一年,ER
缓刑,BR
二年,ER
97,O
一,BN
死亡,EN
自动,BP
投案,EP
如实,BP
供述,EP
系自首,SP
赔偿,BP
被害人,EP
取得,SP
谅解,SP
有期徒刑,BR
十个月,ER
缓刑,BR
一年,ER
完成,BR
公益劳动,ER
98,O
一,BN
死亡,EN
主动,BP
报警,EP
现场,BP
等候,EP
有,BP
情节,EP
自愿认罪,SP
取得,BP
谅解,EP
